0.000000,0,0.000000
0.000000,0,0.000000
0.026214,0,0.166667
0.026214,0,0.125000
0.078643,0,0.200000
0.117964,0,0.250000
0.117964,0,0.285714
0.530841,0,0.312500
0.530841,0,0.333333
0.550502,0,0.350000
0.550502,0,0.363636
0.602931,0,0.375000
0.648806,0,0.384615
0.648806,0,0.392857
0.910950,0,0.400000
0.910950,0,0.406250
0.930611,0,0.411765
0.930611,0,0.416667
0.983040,0,0.421053
1.028915,0,0.425000
1.028915,0,0.428571
1.330380,0,0.431818
1.330380,0,0.434783
1.343487,0,0.437500
1.343487,0,0.440000
1.395916,0,0.442308
1.441792,0,0.444444
1.441792,0,0.446429
1.723596,0,0.448276
1.723596,0,0.450000
1.736704,0,0.451613
1.736704,0,0.453125
1.769472,0,0.454545
1.769472,0,0.455882
1.769472,0,0.442857
1.802240,0,0.444444
1.808793,0,0.445946
1.808793,0,0.447368
1.808793,1,0.435897
1.841561,1,0.437500
1.841561,1,0.439024
1.887436,1,0.440476
1.939865,1,0.441860
1.939865,1,0.443182
1.946419,2,0.433333
1.946419,2,0.434783
1.946419,2,0.436170
1.946419,3,0.427083
1.946419,4,0.418367
1.946419,4,0.420000
1.946419,4,0.421569
1.946419,5,0.413462
1.946419,5,0.415094
2.070937,5,0.416667
2.116812,5,0.418182
2.116812,5,0.419643
2.116812,6,0.412281
2.175795,6,0.413793
2.175795,6,0.415254
2.215116,6,0.416667
2.221670,6,0.418033
2.221670,6,0.419355
2.234777,6,0.420635
2.234777,7,0.414063
2.234777,7,0.415385
2.267545,7,0.416667
2.267545,7,0.417910
2.319974,7,0.419118
2.326528,8,0.413043
2.333081,8,0.414286
2.346188,8,0.415493
2.346188,8,0.416667
2.346188,9,0.410959
2.346188,10,0.405405
2.365849,10,0.406667
2.365849,10,0.407895
2.398617,10,0.409091
2.398617,10,0.410256
2.778726,10,0.411392
2.778726,10,0.412500
2.804940,10,0.413580
2.804940,10,0.414634
2.844262,10,0.415663
2.883584,10,0.416667
2.883584,10,0.417647
3.224371,10,0.418605
3.224371,10,0.419540
3.224371,11,0.414773
3.244031,11,0.415730
3.244031,11,0.416667
3.289907,11,0.417582
3.329228,11,0.418478
3.329228,11,0.419355
3.565158,12,0.414894
3.781427,12,0.415789
3.781427,12,0.416667
3.801088,12,0.417526
3.807641,12,0.418367
3.853516,12,0.419192
3.866624,13,0.415000
3.892838,13,0.415842
3.892838,13,0.416667
4.141875,13,0.417476
4.141875,13,0.418269
4.181196,13,0.419048
4.187750,13,0.419811
4.233625,13,0.420561
4.272947,13,0.421296
4.272947,13,0.422018
4.731699,14,0.418182
4.744806,14,0.418919
4.744806,14,0.419643
4.757913,15,0.415929
4.764467,15,0.416667
4.764467,15,0.417391
4.810342,15,0.418103
4.849664,15,0.418803
4.849664,15,0.419492
5.052825,16,0.415966
5.151129,16,0.416667
5.151129,16,0.417355
5.170790,16,0.418033
5.177343,16,0.418699
5.223219,16,0.419355
5.262540,16,0.420000
5.262540,16,0.420635
5.380505,17,0.417323
5.603328,17,0.417969
5.603328,17,0.418605
5.622988,17,0.419231
5.622988,17,0.419847
5.668864,17,0.420455
5.714739,18,0.417293
5.714739,18,0.417910
5.714739,18,0.418519
5.839257,18,0.419118
5.839257,18,0.419708
5.839257,19,0.416667
5.878579,19,0.417266
5.878579,19,0.417857
5.878579,20,0.414894
5.970329,21,0.411972
6.009651,21,0.412587
6.009651,21,0.413194
6.009651,22,0.410345
6.009651,22,0.410959
6.009651,23,0.408163
6.009651,24,0.405405
6.009651,25,0.402685
6.016204,25,0.403333
6.016204,26,0.400662
6.016204,27,0.398026
6.022758,27,0.398693
6.042419,27,0.399351
6.042419,27,0.400000
6.062079,27,0.400641
6.062079,27,0.401274
6.114508,27,0.401899
6.121062,28,0.399371
6.166937,28,0.400000
6.166937,28,0.400621
6.186598,28,0.401235
6.186598,29,0.398773
6.186598,29,0.399390
6.245580,29,0.400000
6.245580,29,0.400602
6.271795,29,0.401198
6.278348,29,0.401786
6.278348,30,0.399408
6.278348,30,0.400000
6.284902,31,0.397661
6.291456,31,0.398256
6.291456,31,0.398844
6.291456,32,0.396552
6.356992,32,0.397143
6.356992,32,0.397727
6.363545,32,0.398305
6.363545,33,0.396067
6.383206,34,0.393855
6.383206,34,0.394444
6.402867,34,0.395028
6.402867,34,0.395604
6.409420,35,0.393443
6.409420,36,0.391304
6.409420,37,0.389189
6.455296,37,0.389785
6.455296,37,0.390374
6.455296,37,0.390957
6.527385,37,0.391534
6.527385,37,0.392105
6.566707,37,0.392670
6.566707,37,0.393229
6.586368,38,0.391192
6.606029,38,0.391753
6.651904,38,0.392308
6.651904,38,0.392857
6.658457,38,0.393401
6.658457,38,0.393939
6.658457,39,0.391960
6.658457,40,0.390000
6.658457,41,0.388060
6.658457,41,0.388614
6.658457,42,0.386699
6.658457,43,0.384804
6.658457,43,0.385366
6.737100,43,0.385922
6.737100,43,0.386473
